Enterprise_ID,Region,Enterprise_Size,Revenue,Expenses,Loan_Amount,Debt_to_Equity,Avg_Temperature,Rainfall,Drought_Index,Flood_Risk_Score,Commodity_Price_Index,Input_Cost_Index,Policy_Support_Score,Quarter,Net_Profit,Financial_Risk_Level
ENT1081,East,Large,466.4,591.57,120.35,0.3,28.7,59.5,0.4,0.77,80.46,54.7,2,Q2,-125.17000000000007,Medium
ENT1082,North,Small,426.7,579.02,170.19,0.92,28.4,272.5,0.99,0.09,119.14,57.53,3,Q2,-152.32,Medium
ENT1083,North,Large,318.08,460.42,69.32,1.59,34.5,48.4,0.02,0.01,111.08,53.46,8,Q2,-142.34000000000003,Medium
ENT1084,West,Large,608.58,435.42,194.83,0.96,20.0,239.1,0.7,0.18,65.32,50.18,9,Q2,173.16000000000003,Medium
ENT1085,South,Medium,624.38,423.97,72.85,0.6,30.7,126.2,0.92,0.94,83.38,48.46,4,Q1,200.40999999999997,Medium
ENT1086,North,Small,414.82,443.7,138.24,0.15,21.3,54.9,0.54,0.58,110.66,64.26,6,Q1,-28.879999999999995,Medium
ENT1087,North,Large,540.22,385.92,143.62,0.69,24.0,281.4,0.99,0.84,118.57,44.53,8,Q4,154.3,Medium
ENT1088,West,Medium,897.65,521.1,53.3,1.46,25.2,289.0,0.71,0.47,107.97,51.0,4,Q3,376.54999999999995,High
ENT1089,West,Small,672.0,457.78,262.86,0.38,23.9,153.4,0.43,0.83,57.96,49.0,0,Q2,214.22000000000003,Medium
ENT1090,South,Small,364.78,303.46,157.75,0.75,19.3,140.8,0.52,0.03,85.59,53.39,1,Q2,61.31999999999999,Medium
ENT1091,West,Large,650.23,465.5,260.04,0.14,23.7,270.3,0.88,0.43,80.43,62.59,2,Q1,184.73000000000002,Medium
ENT1092,East,Small,365.47,416.5,78.76,1.47,27.4,178.8,0.96,0.38,113.84,62.18,2,Q4,-51.02999999999997,High
ENT1093,West,Large,65.72,368.75,51.7,1.77,25.3,79.8,0.56,0.98,90.67,56.64,0,Q3,-303.03,High
ENT1094,East,Small,496.94,589.85,5.4,1.18,33.4,127.6,0.31,0.3,110.68,52.52,8,Q3,-92.91000000000003,Medium
ENT1095,South,Medium,734.48,410.38,28.16,0.15,25.5,250.8,0.24,0.42,103.43,54.08,8,Q1,324.1,Low
ENT1096,South,Large,709.62,204.32,44.24,0.51,26.1,257.9,0.48,0.76,76.62,64.19,3,Q1,505.3,Medium
ENT1097,South,Large,556.59,375.87,23.66,0.93,26.9,281.8,0.3,0.88,117.65,39.09,8,Q1,180.72000000000003,Medium
ENT1098,South,Small,418.74,499.35,269.06,1.22,25.3,86.5,0.42,0.88,123.29,47.0,3,Q4,-80.61000000000001,High
ENT1099,South,Small,572.97,307.35,273.43,1.04,28.4,204.0,0.83,0.39,118.68,43.14,7,Q1,265.62,High
ENT1100,East,Large,459.63,495.95,281.21,1.84,23.4,20.5,0.47,0.95,104.33,56.72,2,Q4,-36.31999999999999,High
ENT1101,East,Small,422.95,300.23,287.96,1.88,20.2,217.8,0.64,0.65,98.13,47.66,8,Q1,122.71999999999997,High
ENT1102,South,Medium,659.3,533.67,147.55,0.3,25.6,169.0,0.09,0.85,87.78,34.09,10,Q1,125.63,Low
ENT1103,West,Small,421.09,342.74,159.01,0.36,27.9,74.9,0.76,0.93,125.32,43.8,10,Q4,78.34999999999997,Medium
ENT1104,North,Medium,669.09,364.82,39.25,0.78,26.8,196.4,0.48,0.23,132.37,51.57,3,Q3,304.27000000000004,Medium
ENT1105,South,Medium,411.17,357.41,41.12,0.9,21.6,40.6,0.36,0.5,86.82,54.68,7,Q1,53.75999999999999,Medium
ENT1106,West,Medium,808.77,459.75,231.83,1.21,26.8,100.1,0.61,0.59,78.23,48.36,1,Q1,349.02,High
ENT1107,North,Medium,253.9,584.41,256.72,1.57,29.4,120.3,0.1,0.8,79.15,40.56,6,Q4,-330.51,High
ENT1108,South,Medium,356.48,401.48,235.41,0.36,27.0,233.1,0.41,0.4,80.74,64.3,1,Q3,-45.0,Medium
ENT1109,South,Small,476.69,398.91,250.37,1.63,22.4,92.6,0.81,0.21,106.59,55.12,4,Q3,77.77999999999997,High
ENT1110,East,Medium,202.39,342.67,82.97,1.26,26.4,14.7,0.26,0.74,73.66,54.43,8,Q4,-140.28000000000003,Medium
ENT1111,North,Small,114.35,237.27,139.82,1.96,34.5,54.2,0.91,0.59,88.8,52.78,4,Q2,-122.92000000000002,High
ENT1112,North,Medium,203.69,352.65,137.76,1.34,20.8,182.4,0.6,0.9,89.36,38.82,3,Q2,-148.95999999999998,High
ENT1113,West,Large,456.19,274.1,298.59,1.46,31.5,4.6,0.54,0.66,103.47,51.18,7,Q3,182.08999999999997,High
ENT1114,East,Medium,459.99,211.27,284.75,0.47,14.8,237.7,0.4,0.02,95.9,27.04,4,Q1,248.72,Medium
ENT1115,East,Large,549.95,392.3,179.55,1.56,23.3,270.3,0.74,0.97,108.96,54.09,8,Q3,157.65000000000003,High
ENT1116,East,Medium,470.45,345.74,41.39,0.25,23.8,148.6,0.56,0.59,97.69,16.93,8,Q1,124.70999999999998,Low
ENT1117,East,Medium,544.93,537.66,77.58,1.35,31.4,212.3,0.8,0.6,104.01,42.32,1,Q1,7.269999999999982,High
ENT1118,North,Medium,432.47,314.44,109.13,0.21,34.9,138.8,0.33,0.91,138.65,50.39,9,Q1,118.03000000000003,Low
ENT1119,North,Large,607.22,467.04,261.96,0.32,31.6,92.6,0.7,0.66,102.73,52.6,8,Q3,140.18,Medium
ENT1120,South,Large,589.15,465.08,51.19,0.3,28.6,49.5,0.94,0.48,105.37,37.33,10,Q1,124.07,Medium
ENT1121,South,Medium,451.0,533.71,65.92,0.2,31.3,155.4,0.28,0.11,148.44,43.22,7,Q3,-82.71000000000004,Low
ENT1122,East,Small,579.95,381.58,104.82,0.71,19.2,279.0,0.98,0.96,97.0,37.19,9,Q1,198.37000000000006,Medium
ENT1123,East,Medium,471.4,531.9,278.07,1.99,30.5,267.0,0.41,0.08,129.37,61.57,6,Q1,-60.5,High
ENT1124,East,Large,271.65,456.09,151.14,0.76,20.5,275.9,0.04,0.17,124.59,42.93,5,Q3,-184.44,Medium
ENT1125,South,Medium,635.67,513.93,194.05,1.55,22.3,289.9,0.36,0.82,81.24,49.35,3,Q3,121.74000000000001,High
ENT1126,West,Large,363.98,639.42,116.17,0.35,28.0,49.6,0.15,0.49,102.97,52.13,10,Q4,-275.43999999999994,Low
ENT1127,West,Large,634.07,387.68,56.56,0.96,19.8,44.0,0.3,0.18,112.8,56.68,6,Q1,246.39000000000004,Medium
ENT1128,South,Large,548.6,417.08,66.84,0.45,32.1,128.3,0.1,0.29,118.82,55.06,5,Q4,131.52000000000004,Low
ENT1129,South,Medium,487.32,363.82,240.8,0.46,26.0,206.8,0.18,0.99,84.22,55.86,7,Q1,123.5,Medium
ENT1130,South,Large,218.45,554.23,268.04,0.29,19.5,131.9,0.13,0.58,84.16,38.29,0,Q4,-335.78000000000003,Medium
ENT1131,South,Large,730.96,660.47,147.92,0.92,33.5,267.7,0.04,0.4,117.8,54.13,2,Q4,70.49000000000001,Medium
ENT1132,South,Medium,445.53,473.42,107.1,0.24,24.7,215.2,0.3,0.88,79.78,36.18,7,Q2,-27.890000000000043,Medium
ENT1133,South,Large,595.18,238.99,242.35,1.83,25.2,190.2,0.94,0.48,93.5,53.99,1,Q3,356.18999999999994,High
ENT1134,East,Medium,482.9,311.69,201.93,0.95,24.9,21.3,0.95,0.31,71.48,62.6,8,Q2,171.20999999999998,Medium
ENT1135,East,Large,459.28,515.96,12.26,1.69,11.4,52.6,0.85,0.16,83.38,39.04,1,Q4,-56.680000000000064,High
ENT1136,East,Small,528.92,285.56,105.22,1.96,32.3,128.4,0.01,0.74,95.11,35.74,8,Q2,243.35999999999996,High
ENT1137,East,Small,503.99,339.95,204.65,1.39,26.1,292.9,0.03,0.6,97.2,66.62,6,Q2,164.04000000000002,High
ENT1138,South,Large,459.95,336.44,172.1,1.81,26.8,100.3,0.01,0.09,102.86,44.13,3,Q3,123.50999999999999,High
ENT1139,West,Small,491.7,392.28,293.42,0.36,29.4,189.0,0.37,0.59,97.37,55.77,2,Q4,99.42000000000002,Medium
ENT1140,North,Medium,564.06,425.67,259.83,1.68,24.5,296.7,0.98,0.16,118.16,33.82,7,Q1,138.38999999999993,High
ENT1141,South,Small,574.67,211.06,17.92,0.62,20.4,79.2,0.9,0.98,124.91,59.15,9,Q1,363.60999999999996,Medium
ENT1142,North,Large,506.5,247.26,217.73,1.0,21.3,50.0,0.25,0.26,86.04,60.67,10,Q4,259.24,Medium
ENT1143,West,Large,593.14,249.64,100.9,1.33,30.4,163.9,0.41,0.7,66.52,65.83,6,Q3,343.5,High
ENT1144,East,Medium,436.39,261.6,204.62,1.82,25.9,165.6,0.82,0.66,108.38,67.82,9,Q2,174.78999999999996,High
ENT1145,West,Large,833.73,401.6,185.17,1.83,31.0,276.6,0.76,0.69,120.43,40.79,0,Q3,432.13,High
ENT1146,South,Medium,722.84,419.46,150.92,0.27,31.9,7.9,0.13,0.43,84.48,62.38,10,Q1,303.38000000000005,Low
ENT1147,East,Small,614.37,501.32,255.88,0.79,30.4,122.2,0.11,0.07,93.87,55.05,6,Q3,113.05000000000001,Medium
ENT1148,South,Small,208.76,455.49,212.61,1.61,32.3,93.7,0.54,0.98,119.39,49.46,0,Q2,-246.73000000000002,High
ENT1149,East,Medium,590.9,341.77,266.87,1.44,22.4,171.3,0.1,0.19,122.17,52.44,0,Q3,249.13,High
ENT1150,North,Medium,449.5,422.99,84.48,0.15,29.0,2.8,0.83,0.77,109.39,70.64,10,Q1,26.50999999999999,Medium
ENT1151,North,Large,353.2,505.42,104.44,0.95,23.7,213.3,0.25,0.14,100.75,40.9,4,Q1,-152.22000000000003,Medium
ENT1152,North,Small,445.69,377.26,186.59,1.68,20.5,145.5,0.19,0.28,90.3,51.8,9,Q4,68.43,High
ENT1153,West,Medium,369.82,368.96,289.94,1.5,28.3,210.2,0.19,0.56,104.45,61.57,4,Q4,0.8600000000000136,High
ENT1154,South,Small,576.02,305.5,111.47,0.88,29.8,134.3,0.05,0.41,101.73,53.16,1,Q4,270.52,Medium
ENT1155,West,Medium,742.4,319.52,9.69,1.5,24.3,142.3,0.64,0.96,113.27,36.86,6,Q1,422.88,High
ENT1156,North,Small,623.9,468.56,133.77,1.15,26.2,268.7,0.16,0.85,108.07,50.96,2,Q2,155.33999999999997,High
ENT1157,South,Large,914.38,399.62,163.18,1.83,29.5,63.3,0.23,0.92,72.36,32.74,10,Q1,514.76,High
ENT1158,North,Small,266.96,595.84,240.3,1.22,22.9,65.2,0.75,0.64,97.15,45.97,10,Q1,-328.88000000000005,High
ENT1159,West,Small,424.09,332.33,218.58,0.86,30.1,167.8,0.06,0.22,126.12,37.63,0,Q3,91.75999999999999,Medium
ENT1160,West,Small,358.55,476.14,289.4,1.74,21.5,198.1,0.2,0.52,52.0,43.69,6,Q4,-117.58999999999997,High
ENT1161,West,Small,684.41,438.64,234.8,0.19,28.0,106.4,0.15,0.77,73.08,60.1,10,Q3,245.76999999999998,Low
ENT1162,North,Small,466.92,391.06,89.59,1.81,20.0,155.9,0.0,0.06,79.92,44.79,3,Q2,75.86000000000001,Medium
ENT1163,South,Large,528.43,356.45,192.41,1.42,32.7,68.4,0.54,0.86,113.26,49.4,3,Q2,171.97999999999996,High
ENT1164,South,Medium,595.05,460.01,201.67,1.89,29.4,40.8,0.19,0.63,90.02,66.26,2,Q3,135.03999999999996,High
ENT1165,North,Small,281.78,454.27,299.41,0.58,36.1,71.5,0.63,0.72,102.34,52.92,6,Q1,-172.49,Medium
ENT1166,South,Large,406.8,420.2,41.62,1.42,21.3,274.9,0.5,0.69,109.88,49.43,1,Q3,-13.399999999999977,High
ENT1167,North,Small,649.59,442.56,57.4,1.64,29.3,240.5,0.67,0.85,109.76,46.98,6,Q3,207.03000000000003,High
ENT1168,South,Small,417.79,403.65,46.65,1.43,25.9,42.1,0.98,0.09,86.76,53.66,9,Q1,14.140000000000043,Medium
ENT1169,East,Medium,242.95,235.88,176.72,0.5,18.7,14.0,0.22,0.38,93.69,63.25,7,Q4,7.069999999999993,Medium
ENT1170,East,Small,364.66,408.44,40.59,0.62,26.6,28.0,0.67,0.5,96.02,40.43,1,Q4,-43.77999999999997,Medium
ENT1171,West,Large,457.06,373.14,196.8,1.18,28.8,88.0,0.83,0.55,133.11,53.75,7,Q4,83.92000000000002,High
ENT1172,East,Large,525.01,594.62,241.13,0.95,35.9,243.4,0.96,0.94,95.75,37.25,6,Q3,-69.61000000000001,High
ENT1173,East,Medium,489.38,463.34,129.84,1.5,23.5,96.4,0.62,0.04,112.34,31.68,9,Q3,26.04000000000002,Medium
ENT1174,East,Small,407.87,420.15,168.21,0.82,28.4,55.7,0.13,0.87,114.32,53.06,7,Q1,-12.279999999999973,Medium
ENT1175,North,Large,640.9,446.28,273.82,1.73,27.5,118.8,0.05,0.55,121.91,51.56,2,Q4,194.62,High
ENT1176,East,Small,480.64,297.69,170.87,0.92,25.1,37.2,0.28,0.55,117.64,30.93,5,Q1,182.95,Medium
ENT1177,East,Small,531.41,339.02,62.58,0.18,25.5,141.1,0.93,0.32,101.13,41.0,0,Q2,192.39,Medium
ENT1178,West,Small,415.86,366.52,102.96,0.13,29.7,202.7,0.54,0.64,109.88,44.37,6,Q2,49.34000000000003,Low
ENT1179,East,Medium,726.34,438.84,158.95,1.33,25.5,110.7,0.58,0.65,149.82,54.29,10,Q3,287.50000000000006,High
ENT1180,East,Small,441.26,356.52,46.47,1.13,24.8,52.1,0.61,0.19,85.23,64.35,3,Q2,84.74000000000001,Medium
ENT1181,South,Large,511.2,349.86,183.76,1.13,23.5,136.0,0.33,0.68,89.9,37.11,3,Q1,161.33999999999997,High
ENT1182,West,Small,655.25,293.21,299.77,1.6,18.5,228.7,0.18,0.27,77.0,47.48,8,Q1,362.04,High
ENT1183,West,Large,542.01,402.51,195.76,0.81,30.7,23.0,0.95,0.69,103.74,67.24,6,Q2,139.5,High
ENT1184,West,Small,538.26,416.56,111.72,1.99,23.4,21.3,0.76,0.61,90.74,62.65,7,Q1,121.69999999999999,High
ENT1185,West,Large,203.95,442.85,99.52,1.9,32.2,95.4,0.51,0.72,78.8,27.0,5,Q1,-238.90000000000003,High
ENT1186,West,Large,602.1,330.4,279.48,0.12,32.3,124.5,0.38,0.02,100.15,46.34,1,Q3,271.70000000000005,Low
ENT1187,West,Small,508.34,437.08,261.45,1.8,38.0,64.9,0.48,0.13,72.65,54.05,2,Q1,71.25999999999999,High
ENT1188,North,Small,581.23,295.97,141.71,1.39,28.2,8.1,0.03,0.84,125.15,57.27,3,Q3,285.26,High
ENT1189,East,Large,527.48,378.09,106.02,1.05,28.8,65.9,0.25,0.38,120.81,61.25,1,Q1,149.39000000000004,Medium
ENT1190,West,Medium,416.13,430.16,213.14,1.21,29.1,130.6,0.25,0.84,135.31,32.62,10,Q3,-14.03000000000003,High
ENT1191,East,Small,634.15,374.13,94.35,1.7,27.3,23.8,0.45,0.06,153.1,52.07,0,Q2,260.02,High
ENT1192,East,Medium,529.72,243.82,35.82,1.91,31.9,214.8,0.24,0.77,67.43,52.4,8,Q3,285.90000000000003,High
ENT1193,North,Small,306.59,255.74,93.05,1.16,25.6,165.6,0.19,0.08,96.78,61.29,9,Q1,50.849999999999966,Medium
ENT1194,West,Small,696.28,422.09,130.29,0.44,28.8,130.3,0.77,0.47,125.85,55.05,1,Q4,274.19,Medium
ENT1195,South,Small,285.43,457.97,76.62,1.32,25.5,155.6,0.89,0.94,125.39,54.74,10,Q4,-172.54000000000002,High
ENT1196,North,Small,635.14,433.93,65.04,0.24,19.4,196.7,0.07,0.08,117.2,53.7,4,Q3,201.20999999999998,Low
ENT1197,South,Medium,723.04,460.37,1.84,1.31,29.7,298.4,0.21,0.35,79.06,50.06,6,Q3,262.66999999999996,Medium
ENT1198,East,Small,334.06,371.95,189.25,1.64,12.3,232.5,0.77,0.52,105.61,61.86,10,Q3,-37.889999999999986,High
ENT1199,East,Large,481.59,473.84,184.33,0.77,28.7,162.1,0.82,0.9,121.19,40.08,1,Q2,7.75,High
ENT1200,North,Large,467.61,433.61,56.41,0.24,31.4,231.2,0.5,0.33,93.11,62.37,5,Q1,34.0,Low
ENT1201,North,Medium,474.35,336.05,283.1,1.42,28.9,142.6,0.69,0.81,84.74,48.08,9,Q3,138.3,High
ENT1202,South,Small,774.54,451.45,122.87,0.74,22.1,93.3,0.08,0.72,94.49,44.56,10,Q4,323.09,Medium
ENT1203,West,Large,335.79,429.61,7.64,0.57,33.7,78.6,0.85,0.31,88.67,47.94,7,Q2,-93.82,Medium
ENT1204,South,Medium,454.01,567.25,65.93,1.41,35.1,119.8,0.83,0.34,105.45,48.14,6,Q4,-113.24000000000001,High
ENT1205,North,Small,725.5,537.93,207.62,1.94,29.3,0.7,0.69,0.19,71.29,68.08,5,Q3,187.57000000000005,High
ENT1206,South,Large,451.56,390.77,60.49,1.52,35.3,53.1,0.92,0.69,132.83,37.75,10,Q3,60.79000000000002,High
ENT1207,North,Large,359.63,358.23,16.17,1.03,36.6,38.0,0.05,0.56,88.73,36.99,7,Q1,1.3999999999999773,Medium
ENT1208,South,Medium,539.45,555.91,185.31,1.24,22.8,288.1,0.23,0.15,79.73,39.35,1,Q2,-16.459999999999923,Medium
ENT1209,North,Small,620.85,455.15,155.51,0.37,21.4,19.5,0.36,0.62,91.96,47.72,3,Q3,165.70000000000005,Medium
ENT1210,North,Small,441.07,382.59,228.38,1.65,29.7,150.3,0.16,0.5,105.4,42.09,3,Q1,58.48000000000002,High
ENT1211,North,Large,583.16,201.09,231.79,1.25,10.3,275.9,0.81,0.09,68.87,26.01,6,Q3,382.06999999999994,High
ENT1212,West,Large,293.51,324.45,287.98,1.94,24.9,182.3,0.76,0.95,88.54,43.13,6,Q4,-30.939999999999998,High
ENT1213,South,Large,301.85,317.5,17.11,1.96,22.7,148.6,0.77,0.83,98.74,38.33,2,Q1,-15.649999999999977,High
ENT1214,South,Small,433.99,385.36,11.7,0.77,25.1,222.9,0.29,0.07,86.52,59.92,3,Q2,48.629999999999995,Low
ENT1215,South,Medium,588.5,461.85,296.16,1.98,19.9,106.0,0.76,0.93,80.77,56.25,0,Q4,126.64999999999998,High
ENT1216,North,Medium,614.22,477.13,193.45,1.92,25.2,58.1,0.12,0.92,118.95,53.53,7,Q4,137.09000000000003,High
ENT1217,South,Small,322.7,550.0,214.61,1.32,29.0,254.2,0.11,0.04,118.53,32.74,3,Q2,-227.3,Medium
ENT1218,South,Medium,608.66,493.14,28.94,0.73,34.6,17.0,0.58,0.2,118.22,64.15,10,Q2,115.51999999999998,Low
ENT1219,North,Large,524.98,269.95,20.94,1.53,28.3,242.3,0.05,0.7,111.33,41.78,4,Q4,255.03000000000003,Medium
ENT1220,East,Medium,368.12,503.0,48.08,0.62,17.1,31.0,0.94,0.93,76.22,58.17,4,Q3,-134.88,Medium
ENT1221,North,Medium,299.87,573.33,128.16,1.3,26.3,187.7,0.33,0.82,99.53,56.08,0,Q2,-273.46000000000004,High
ENT1222,South,Medium,534.47,568.38,33.05,0.15,33.1,143.1,0.48,0.28,127.1,41.9,0,Q2,-33.90999999999997,Low
ENT1223,North,Large,693.43,278.71,133.9,1.29,25.0,299.6,0.81,0.03,75.77,53.36,6,Q1,414.71999999999997,Medium
ENT1224,East,Small,505.33,380.89,168.46,1.91,29.4,116.4,0.4,0.47,80.29,50.93,0,Q2,124.44,High
ENT1225,North,Large,359.76,496.1,0.1,0.55,32.1,287.2,0.43,0.09,105.4,60.66,8,Q1,-136.34000000000003,Low
ENT1226,South,Small,219.8,284.17,34.27,1.58,26.9,121.1,0.35,0.25,115.21,43.38,5,Q2,-64.37,Medium
ENT1227,East,Small,729.42,227.51,112.56,0.66,27.8,204.5,0.35,0.64,113.62,51.67,0,Q3,501.90999999999997,Medium
ENT1228,West,Small,656.28,431.4,16.0,1.44,28.9,193.1,0.47,0.5,106.43,39.89,0,Q3,224.88,High
ENT1229,South,Medium,545.31,332.44,40.06,1.43,23.9,25.9,0.95,0.38,79.94,62.37,4,Q2,212.86999999999995,High
ENT1230,East,Medium,721.7,236.85,69.54,0.45,25.0,223.0,0.94,0.93,109.81,48.79,10,Q1,484.85,Medium
ENT1231,East,Small,533.59,522.95,128.88,1.23,21.6,62.6,0.55,0.19,87.61,40.68,2,Q3,10.639999999999986,Medium
ENT1232,West,Small,420.34,416.43,214.45,1.73,23.6,116.5,0.46,0.49,106.82,56.15,7,Q3,3.909999999999968,High
ENT1233,North,Medium,583.27,347.93,39.81,0.83,30.1,234.7,0.81,0.57,97.56,60.6,7,Q4,235.33999999999997,Medium
ENT1234,North,Large,375.54,303.63,221.39,1.45,28.7,283.3,0.68,0.32,93.7,45.27,9,Q4,71.91000000000003,High
ENT1235,South,Small,350.65,417.46,256.52,1.38,20.3,167.9,0.88,0.71,146.61,70.8,7,Q3,-66.81,High
ENT1236,West,Large,615.74,451.54,195.44,0.59,21.2,155.8,0.73,0.87,76.3,65.16,5,Q4,164.2,Medium
ENT1237,North,Medium,628.36,432.59,13.12,1.85,23.1,151.5,0.95,0.54,85.25,50.43,4,Q1,195.77000000000004,High
ENT1238,West,Small,308.94,248.11,132.2,1.17,19.0,245.0,0.89,0.78,121.37,45.67,4,Q2,60.829999999999984,High
ENT1239,North,Large,314.48,447.69,198.02,0.78,27.3,297.9,0.86,0.06,134.84,36.9,5,Q3,-133.20999999999998,Medium
ENT1240,East,Large,433.24,469.44,293.55,0.41,22.9,190.1,0.39,0.15,113.39,39.25,5,Q3,-36.19999999999999,Medium
ENT1241,North,Large,393.3,365.66,285.54,1.0,28.6,113.6,0.39,0.46,95.45,31.16,9,Q4,27.639999999999986,Medium
ENT1242,West,Medium,571.47,503.96,118.71,1.49,31.1,65.6,0.74,0.92,84.19,55.93,8,Q3,67.51000000000005,High
ENT1243,East,Medium,507.21,314.81,184.78,1.28,17.6,59.6,0.08,0.53,117.25,49.25,6,Q3,192.39999999999998,Medium
ENT1244,East,Large,674.74,529.06,267.24,1.48,22.9,256.8,0.32,0.43,99.84,44.63,5,Q3,145.68000000000006,High
ENT1245,East,Large,547.59,413.23,249.31,1.6,18.3,297.7,0.93,0.6,89.56,21.49,10,Q3,134.36,High
ENT1246,West,Medium,403.31,350.38,143.83,0.94,16.8,209.4,0.45,0.12,121.4,55.31,9,Q2,52.93000000000001,Medium
ENT1247,South,Large,216.33,368.16,78.37,1.09,28.7,286.7,0.27,0.65,97.0,49.54,6,Q4,-151.83,Medium
ENT1248,South,Large,526.92,499.93,41.13,1.97,27.1,105.0,0.48,0.09,73.74,50.15,2,Q4,26.989999999999952,High
ENT1249,South,Medium,243.45,423.72,146.39,1.94,23.2,188.3,0.29,0.58,102.38,50.01,1,Q3,-180.27000000000004,High
ENT1250,West,Large,401.46,464.51,216.85,0.89,21.2,153.5,0.77,0.71,93.08,60.22,9,Q3,-63.05000000000001,High
ENT1251,East,Large,391.74,507.47,290.93,1.4,20.6,144.6,0.85,0.41,80.06,33.74,6,Q3,-115.73000000000002,High
ENT1252,South,Large,423.74,347.4,258.54,0.61,26.9,189.7,0.78,0.91,106.14,73.45,2,Q2,76.34000000000003,High
ENT1253,West,Medium,302.59,412.73,61.27,0.39,24.8,93.1,0.15,0.15,109.04,36.76,3,Q1,-110.14000000000004,Low
ENT1254,South,Large,391.21,377.55,215.93,1.56,21.5,192.2,0.34,0.17,49.6,47.65,10,Q1,13.659999999999968,High
ENT1255,North,Medium,671.89,501.71,86.73,0.93,28.1,201.9,0.21,0.52,121.83,22.85,1,Q3,170.18,Medium
ENT1256,South,Medium,671.47,361.75,205.04,0.44,27.4,250.8,0.04,0.93,120.1,51.52,4,Q2,309.72,Medium
ENT1257,South,Small,729.87,404.78,199.74,1.54,21.1,219.1,0.74,0.39,97.69,46.79,4,Q2,325.09000000000003,High
ENT1258,East,Small,501.52,629.57,81.73,1.84,23.6,95.9,0.43,0.93,84.2,49.79,10,Q4,-128.05000000000007,High
ENT1259,West,Large,540.68,528.51,70.32,1.87,30.3,135.2,0.28,0.69,110.82,53.63,9,Q1,12.169999999999959,High
ENT1260,East,Medium,674.09,296.48,31.18,1.23,29.7,36.1,0.31,0.78,100.05,44.9,9,Q1,377.61,Medium
ENT1261,East,Small,279.4,490.2,15.16,1.01,22.7,77.2,0.14,0.94,89.36,65.52,0,Q2,-210.8,Medium
ENT1262,East,Large,620.84,468.88,257.54,0.37,34.3,156.3,0.83,0.57,89.8,44.83,3,Q3,151.96000000000004,Medium
ENT1263,East,Small,695.35,289.94,14.95,1.61,25.1,30.2,0.14,0.64,103.55,55.3,2,Q4,405.41,High
ENT1264,East,Small,366.66,388.99,26.62,1.9,29.9,171.2,0.34,0.58,126.55,41.2,6,Q2,-22.329999999999984,High
ENT1265,South,Medium,707.4,305.23,71.66,1.79,20.7,117.1,0.01,0.78,73.69,60.16,4,Q4,402.16999999999996,High
ENT1266,East,Medium,808.66,160.74,266.3,1.53,25.2,10.4,0.44,0.27,106.21,39.56,5,Q1,647.92,High
ENT1267,East,Small,616.68,385.4,99.88,0.11,21.4,130.3,0.35,0.79,82.25,47.46,1,Q2,231.27999999999997,Medium
ENT1268,West,Small,589.18,349.39,57.54,0.87,17.7,84.3,0.72,0.71,106.36,43.69,0,Q4,239.78999999999996,Medium
ENT1269,North,Medium,332.03,289.91,214.67,0.88,25.8,20.1,0.72,0.6,111.52,53.01,2,Q3,42.11999999999995,High
ENT1270,South,Large,660.38,399.04,95.72,1.8,24.4,88.0,0.04,0.04,75.31,41.16,9,Q4,261.34,Medium
ENT1271,South,Medium,346.16,187.94,100.01,0.22,31.4,88.2,0.12,0.77,111.44,43.01,2,Q4,158.22000000000003,Low
ENT1272,South,Small,555.46,404.13,221.69,1.11,23.1,106.5,0.9,0.13,105.17,48.24,9,Q3,151.33000000000004,Medium
ENT1273,East,Large,570.66,401.54,75.5,0.36,27.3,109.9,0.79,0.96,126.08,45.56,6,Q1,169.11999999999995,Medium
ENT1274,East,Small,5.56,467.87,269.03,1.36,24.0,128.9,0.39,0.08,100.44,50.25,10,Q2,-462.31,Medium
ENT1275,East,Large,560.87,239.68,168.43,1.61,21.1,27.6,0.17,0.72,105.71,42.04,6,Q2,321.19,High
ENT1276,West,Small,893.22,613.94,161.35,1.32,30.0,1.6,0.26,0.36,108.55,42.46,9,Q3,279.28,Medium
ENT1277,North,Large,186.22,575.58,79.43,1.61,22.9,220.8,0.66,0.74,128.38,49.61,5,Q2,-389.36,High
ENT1278,East,Large,491.92,322.68,250.53,1.25,23.8,101.2,0.95,0.52,63.66,63.84,3,Q3,169.24,High
ENT1279,North,Small,207.93,545.97,171.82,0.46,20.1,184.1,0.62,0.63,68.9,46.86,7,Q3,-338.04,Medium
ENT1280,West,Large,365.88,485.71,46.65,0.83,17.6,92.1,0.03,0.08,97.95,57.11,9,Q2,-119.82999999999998,Low
ENT1281,South,Medium,210.53,356.06,61.89,1.92,28.3,295.3,0.65,0.97,107.27,53.93,10,Q4,-145.53,High
ENT1282,East,Small,523.93,339.31,140.48,0.65,25.5,94.6,0.94,0.0,66.88,41.88,1,Q1,184.61999999999995,Medium
ENT1283,North,Medium,619.04,346.88,233.89,0.22,30.6,181.5,0.36,0.94,98.74,57.21,6,Q2,272.15999999999997,Medium
ENT1284,North,Small,561.46,682.64,281.79,0.83,28.5,66.0,0.93,0.57,84.93,49.01,0,Q2,-121.17999999999995,High
ENT1285,East,Large,360.47,536.01,199.05,0.8,19.8,155.3,0.67,0.26,74.13,60.01,7,Q1,-175.53999999999996,Medium
