Enterprise_ID,Region,Enterprise_Size,Revenue,Expenses,Loan_Amount,Debt_to_Equity,Avg_Temperature,Rainfall,Drought_Index,Flood_Risk_Score,Commodity_Price_Index,Input_Cost_Index,Policy_Support_Score,Quarter,Net_Profit,Financial_Risk_Level,landholding_size,irrigation_type,yield
ENT0586,East,Small,539.68,323.22,33.45,0.59,15.0,19.7,0.09,0.81,109.68,55.81,3,Q2,216.45999999999992,Medium,1.9605824751127723,Drip,5.094353311230236
ENT0587,South,Large,424.53,254.28,34.9,1.41,28.9,149.6,0.77,0.65,130.08,50.82,4,Q2,170.24999999999997,High,25.377554985837868,Sprinkler,4.915358441000116
ENT0588,East,Medium,839.48,265.22,284.57,0.68,33.6,100.3,0.71,0.78,78.77,65.16,1,Q3,574.26,High,13.363785774103993,Sprinkler,3.180579279074279
ENT0589,West,Large,513.31,334.05,64.07,0.81,25.5,193.7,0.58,0.47,107.3,34.09,4,Q4,179.25999999999993,Medium,30.238628864480468,Canal,5.174679501817045
ENT0590,North,Large,534.73,300.84,244.78,1.48,27.3,266.7,0.89,0.55,93.6,45.74,4,Q1,233.89000000000004,High,29.066454778458834,Borewell,4.254708987681132
ENT0591,North,Small,537.86,142.21,74.01,1.01,32.7,37.6,0.91,0.88,78.31,46.04,3,Q1,395.65,High,1.5553086905976405,Sprinkler,3.9216713146179387
ENT0592,West,Small,567.18,484.15,129.23,1.16,26.9,135.1,0.68,0.49,126.05,49.72,2,Q3,83.02999999999997,High,3.5634989792128584,Sprinkler,2.791739088672048
ENT0593,North,Large,449.17,477.53,196.48,1.7,23.0,127.0,0.11,0.35,81.13,47.15,3,Q2,-28.35999999999996,High,41.24954445329914,Sprinkler,1.03711332756004
ENT0594,West,Large,528.5,430.84,47.66,0.49,14.9,97.1,0.1,0.8,109.66,44.61,4,Q2,97.66000000000004,Low,32.846148187196356,Sprinkler,7.021467318885571
ENT0595,West,Large,642.83,286.5,221.17,1.98,30.1,144.1,0.41,0.05,133.72,62.4,4,Q3,356.33000000000004,High,18.668792432926793,Canal,5.778452886103524
ENT0596,West,Large,443.99,564.68,206.97,1.81,28.1,264.2,0.29,0.96,133.29,40.06,3,Q2,-120.68999999999994,High,45.04019674435871,Rainfed,7.31721700461871
ENT0597,North,Small,437.0,382.18,162.92,0.64,30.6,292.1,0.13,0.34,81.55,54.7,3,Q1,54.81999999999999,Medium,3.6702309540841087,Rainfed,6.596356925346077
ENT0598,East,Medium,456.19,316.68,169.77,1.8,13.8,0.9,0.61,0.63,119.49,44.78,1,Q1,139.51,High,14.11818569539447,Borewell,4.428749181272877
ENT0599,West,Small,335.33,423.26,31.73,1.53,36.4,221.7,0.68,0.69,111.81,53.8,4,Q2,-87.93,High,1.769156075234683,Drip,3.7161679683835294
ENT0600,South,Medium,397.57,417.52,130.78,1.87,22.0,184.5,0.7,0.14,76.4,63.14,4,Q4,-19.94999999999999,High,5.399479732860943,Rainfed,6.153790340875218
ENT0601,North,Large,391.46,149.72,25.97,1.41,31.5,298.4,0.18,0.82,62.88,18.22,3,Q3,241.74,Medium,18.185413240888096,Drip,5.948764272660528
ENT0602,West,Medium,499.92,396.91,92.36,1.38,16.5,27.0,0.31,0.57,100.13,41.71,2,Q4,103.01,High,13.263903116005553,Rainfed,4.721315982681126
ENT0603,West,Small,625.42,412.05,270.09,0.11,22.1,243.4,0.2,0.33,124.18,41.75,4,Q3,213.36999999999995,Low,1.7080419371069873,Rainfed,6.412030809776589
ENT0604,South,Small,718.06,362.13,172.36,1.0,23.3,280.2,0.6,0.85,158.2,48.41,2,Q2,355.92999999999995,High,1.3548101350282225,Borewell,5.267748413892383
ENT0605,East,Large,508.58,267.85,222.81,0.48,20.9,273.6,0.57,0.63,87.88,59.16,2,Q4,240.73,Medium,44.76045578001271,Sprinkler,3.048362694234596
ENT0606,East,Small,568.47,270.8,172.17,0.72,21.9,168.2,0.5,0.79,103.64,68.42,1,Q2,297.67,Medium,2.843115072130903,Borewell,4.101234702156859
ENT0607,East,Large,536.51,451.41,58.27,1.96,34.1,98.3,0.3,0.99,79.21,59.0,3,Q2,85.09999999999997,High,47.49827262648504,Rainfed,4.915095571125376
ENT0608,West,Small,185.98,476.16,178.44,0.26,24.3,192.0,0.24,0.13,131.74,48.57,1,Q3,-290.18000000000006,Low,2.457079444192302,Sprinkler,7.4757286841228385
ENT0609,West,Small,327.82,355.2,226.62,1.47,36.6,91.8,0.89,0.75,106.43,44.85,1,Q3,-27.379999999999995,High,3.0136690834194275,Sprinkler,5.143434702880274
ENT0610,West,Large,614.19,438.23,41.52,0.43,31.3,123.7,0.05,0.76,108.8,65.16,2,Q3,175.96000000000004,Low,44.58967205952695,Sprinkler,5.067456457468401
ENT0611,North,Medium,628.77,354.21,245.07,0.11,16.0,133.7,0.66,0.87,102.59,35.12,2,Q2,274.56,Medium,10.253182644507213,Drip,4.807777479351308
ENT0612,South,Small,625.34,314.68,166.62,1.05,24.3,90.6,0.02,0.41,83.29,53.95,1,Q4,310.66,Medium,4.197641595636171,Rainfed,6.689740041416602
ENT0613,West,Medium,473.33,421.45,1.28,0.41,24.1,102.5,0.19,0.87,118.22,61.98,1,Q3,51.88,Medium,14.725682356497368,Canal,6.706188485685967
ENT0614,South,Small,200.77,285.09,155.93,1.93,21.3,2.2,0.29,0.64,120.57,47.01,1,Q3,-84.31999999999996,High,1.3270361277954876,Borewell,4.756829178611871
ENT0615,South,Small,345.72,589.38,118.7,0.49,32.1,89.1,0.89,0.07,125.63,53.15,3,Q1,-243.66,Medium,4.4943144964271085,Drip,4.457335120486685
ENT0616,East,Small,368.67,256.25,88.93,0.46,30.3,141.7,0.14,0.03,121.19,36.58,1,Q2,112.42000000000002,Low,4.683489602127253,Borewell,7.625774091952718
ENT0617,North,Small,594.32,428.38,231.38,0.16,36.8,51.9,0.94,0.48,80.94,54.96,3,Q1,165.94000000000003,Medium,1.244311839419455,Canal,5.759399710593195
ENT0618,West,Medium,446.39,415.02,269.85,0.73,23.7,241.7,0.82,0.79,96.09,50.64,1,Q3,31.370000000000005,High,11.62232158329593,Sprinkler,5.872789219560136
ENT0619,East,Medium,753.56,406.15,228.8,0.15,28.2,161.3,0.68,0.38,108.64,55.44,4,Q1,347.41,Medium,12.153223105291357,Canal,4.071541310809158
ENT0620,East,Small,720.15,548.34,254.03,1.05,24.2,238.2,0.41,0.85,87.43,45.55,1,Q4,171.80999999999997,High,3.9930387615346334,Borewell,3.517168842229928
ENT0621,West,Small,751.05,131.38,272.63,1.06,24.0,38.4,0.91,0.49,77.14,38.88,2,Q4,619.67,High,1.7380840774255093,Canal,5.919778707233687
ENT0622,South,Medium,362.52,441.17,273.79,0.2,30.1,246.2,0.53,0.03,94.38,61.03,1,Q1,-78.65000000000003,Medium,6.2525123109620795,Rainfed,3.250535149699842
ENT0623,East,Large,573.63,372.66,34.39,0.56,37.0,287.5,0.37,0.97,103.06,61.26,2,Q4,200.97,Medium,33.54212203398795,Canal,5.561576556283311
ENT0624,South,Large,428.37,458.4,136.92,1.68,30.9,105.7,0.59,0.49,166.86,55.65,2,Q2,-30.029999999999973,High,26.260796045039722,Rainfed,3.509105987885629
ENT0625,North,Medium,549.18,405.47,0.09,0.98,30.4,85.2,0.23,0.65,125.92,53.94,3,Q1,143.70999999999992,Medium,10.97682335523459,Canal,6.75615094454041
ENT0626,South,Small,379.16,392.5,151.94,0.93,25.7,194.0,0.27,0.2,85.68,25.92,2,Q2,-13.339999999999977,Medium,2.4756545582790896,Rainfed,4.409468852996662
ENT0627,North,Small,683.92,279.27,277.27,1.43,30.2,190.8,0.92,0.3,85.4,62.06,3,Q4,404.65,High,2.8501388645325916,Rainfed,2.701507601913951
ENT0628,South,Large,381.96,332.69,59.73,1.46,31.9,33.7,0.79,0.48,78.63,54.73,3,Q1,49.26999999999998,High,19.883437319588424,Canal,5.8449902803901175
ENT0629,East,Large,207.91,700.5377891449173,191.94,1.55,21.7,278.0,0.51,0.86,115.1,62.66,3,Q1,-438.3308179255276,High,42.18688949725255,Drip,4.064378392838573
ENT0630,East,Medium,805.07,459.31,193.31,1.68,26.2,143.7,0.42,0.1,92.37,38.16,1,Q3,345.76000000000005,High,5.769691830080173,Sprinkler,2.2451988276458836
ENT0631,North,Large,566.37,505.26,48.11,0.54,24.4,229.3,0.81,0.78,97.31,56.56,2,Q2,61.110000000000014,Medium,29.32003257711678,Sprinkler,3.9651808110716056
ENT0632,West,Medium,339.63,364.81,71.56,0.23,22.8,107.8,0.57,0.58,90.43,55.93,2,Q3,-25.180000000000007,Low,13.212594203728456,Sprinkler,7.994130297571242
ENT0633,North,Large,475.66,314.44,138.61,0.82,30.9,78.5,0.42,0.5,145.89,15.77,4,Q3,161.22000000000003,Medium,45.090507422578135,Rainfed,3.978044981260962
ENT0634,North,Large,413.47,477.64,56.46,1.72,24.8,33.4,0.52,0.88,126.05,49.02,3,Q4,-64.16999999999996,High,39.506589075291856,Sprinkler,5.031173094521961
ENT0635,South,Large,500.86,209.63,175.5,0.25,28.4,82.4,0.23,0.12,80.09,49.94,2,Q2,291.23,Low,34.17089683141979,Rainfed,5.1006403949780905
ENT0636,South,Small,620.42,334.93,145.36,1.19,28.4,298.0,0.2,0.99,77.17,40.31,3,Q2,285.48999999999995,High,2.7896494672938186,Drip,5.968634664251056
ENT0637,North,Small,596.87,364.54,155.76,1.43,24.7,197.4,0.99,0.85,124.17,54.74,2,Q4,232.33,High,3.1304690658200927,Canal,5.607026948604375
ENT0638,East,Small,538.06,494.5,40.34,1.01,18.7,240.8,0.97,0.33,80.94,52.28,3,Q4,43.559999999999945,Medium,1.9698820145389186,Canal,5.984756981309079
ENT0639,South,Large,500.79,441.37,155.18,0.58,24.2,287.6,0.42,0.45,126.29,43.51,2,Q2,59.420000000000016,Medium,21.77951024749957,Rainfed,3.0536949089899124
ENT0640,West,Medium,661.8,352.71,14.84,0.72,28.6,23.7,0.52,0.03,114.55,44.68,3,Q4,309.09,Low,6.018787641395566,Rainfed,7.398976037467298
ENT0641,South,Medium,211.18,436.9,264.46,0.24,27.5,49.4,0.83,0.53,81.59,33.32,2,Q2,-225.72,Medium,14.111205013919575,Drip,5.223337354193582
ENT0642,South,Medium,387.66,369.68,102.97,0.66,16.2,278.4,0.73,0.55,113.08,54.44,2,Q4,17.980000000000018,Medium,13.205075042321091,Sprinkler,7.657888265092883
ENT0643,West,Medium,353.2,507.0,256.9,0.18,30.1,169.4,0.1,0.93,108.15,53.14,4,Q3,-153.8,Medium,12.60034901803174,Drip,5.477695064271006
ENT0644,North,Small,650.94,423.62,210.5,1.48,23.2,190.5,0.37,0.39,68.38,48.73,1,Q4,227.32000000000005,High,2.3099894087116586,Canal,5.848961144930728
ENT0645,West,Small,389.14,573.64,229.85,1.81,28.9,128.3,0.25,0.57,100.11,47.21,1,Q1,-184.5,High,1.4790485272770049,Canal,2.2797495966845602
ENT0646,North,Large,307.11,372.22,94.36,1.3,30.1,244.3,0.99,0.74,92.89,57.43,2,Q4,-65.11000000000001,High,45.491546622261126,Sprinkler,4.734650060559941
ENT0647,North,Large,582.4,522.54,68.32,1.35,28.4,155.2,0.75,0.61,107.36,51.51,1,Q1,59.860000000000014,High,41.191158039287174,Canal,4.117212351520184
ENT0648,North,Medium,363.69,409.04,122.02,1.0,35.4,247.8,0.05,0.16,96.69,58.22,3,Q2,-45.35000000000002,Medium,10.464763610253765,Rainfed,4.756795071658904
ENT0649,West,Small,447.39,330.28,7.27,0.4,31.0,297.7,0.9,0.17,107.52,52.07,3,Q3,117.11,Low,4.156684954429354,Canal,3.5932792235469497
ENT0650,North,Medium,857.17,660.16,275.63,0.11,23.7,194.0,0.93,0.14,87.64,59.24,2,Q4,197.01,Medium,12.566465493523989,Borewell,3.7342857432010113
ENT0651,East,Large,618.07,530.97,116.1,0.75,24.2,158.6,0.33,0.22,97.63,58.57,1,Q2,87.10000000000002,Medium,19.902259577562777,Sprinkler,3.928795281031051
ENT0652,West,Large,468.34,423.43,296.57,1.53,25.6,109.5,0.64,0.33,73.6,59.55,3,Q1,44.90999999999997,High,27.189611537711702,Sprinkler,3.0960304750057217
ENT0653,East,Medium,481.83,476.6,228.43,1.92,24.2,58.4,0.68,0.74,91.96,43.93,1,Q3,5.229999999999961,High,6.882321997690456,Sprinkler,5.698066506271156
ENT0654,North,Large,636.12,291.8,24.15,0.92,27.8,197.0,0.73,0.06,91.57,56.78,2,Q2,344.32,Medium,32.89535111861121,Borewell,4.841301191150402
ENT0655,South,Medium,599.43,295.32,198.06,0.79,20.3,18.8,0.69,0.82,71.24,50.03,4,Q2,304.11,Medium,5.57002387551934,Drip,6.621813532816092
ENT0656,North,Small,511.34,511.41,81.25,0.95,32.9,286.9,0.56,0.26,101.22,48.71,4,Q2,-0.07000000000005,Medium,1.510321211182255,Rainfed,3.413737519449357
ENT0657,East,Medium,515.53,400.48,73.12,0.91,26.2,194.3,0.95,0.61,132.4,45.25,4,Q2,115.04999999999995,Medium,13.403481775885082,Sprinkler,5.955493996359963
ENT0658,East,Small,278.02,384.42,76.97,1.29,32.8,287.8,0.51,0.55,85.8,53.36,4,Q4,-106.40000000000003,Medium,2.4523291855945404,Canal,5.4094561563521975
ENT0659,West,Small,246.5,371.21,274.82,1.49,20.1,81.7,0.11,0.15,123.31,30.55,2,Q2,-124.70999999999998,High,3.583668965326405,Rainfed,6.416700879559454
ENT0660,South,Large,473.48,415.21,149.99,1.59,20.1,284.0,0.08,0.29,105.69,53.44,1,Q2,58.27000000000004,High,25.17603530617359,Canal,5.87641650264988
ENT0661,West,Large,405.01,374.58,200.84,1.33,31.4,183.6,0.02,0.3,60.77,53.4,2,Q4,30.430000000000007,Medium,36.51698336046918,Rainfed,5.274148862193249
ENT0662,East,Large,587.91,196.79,84.28,0.93,22.8,243.1,0.43,0.62,149.34,60.69,1,Q1,391.12,Medium,46.59716167175907,Rainfed,6.875713820226694
ENT0663,North,Medium,529.58,541.59,156.89,1.91,21.0,53.7,0.27,0.79,81.72,51.34,1,Q3,-12.009999999999993,High,8.496143988077222,Canal,2.403862081000751
ENT0664,South,Medium,384.08,388.94,105.03,1.45,31.8,150.0,0.9,1.0,100.45,63.75,4,Q3,-4.860000000000014,High,10.96346497496776,Canal,4.667667531009407
ENT0665,North,Large,524.48,583.15,96.34,0.91,21.9,170.7,0.87,0.1,107.67,46.08,2,Q4,-58.66999999999996,Medium,44.335572049038035,Rainfed,3.373095277843541
ENT0666,North,Medium,437.27,223.78,74.09,0.95,25.9,117.9,0.84,0.94,99.32,44.89,2,Q4,213.49,High,5.266083660776841,Sprinkler,4.103402555295101
ENT0667,South,Large,809.99,223.39,122.7,1.65,23.3,76.0,0.87,0.56,116.36,65.97,4,Q1,586.6,High,22.29144314010139,Canal,2.1857532766557792
ENT0668,West,Medium,557.94,372.46,198.01,0.94,29.8,271.4,0.3,0.36,124.53,44.26,1,Q3,185.48000000000008,Medium,11.256499129414532,Borewell,6.594549076626055
ENT0669,North,Small,265.91,497.75,66.61,1.08,27.1,25.5,0.43,0.28,81.94,27.82,2,Q4,-231.84,Medium,1.746268096205223,Borewell,5.450453456071807
ENT0670,East,Small,773.08,278.03,289.63,0.65,30.6,46.2,0.31,0.21,95.55,66.13,4,Q2,495.05000000000007,Medium,2.1403806747753884,Rainfed,6.755352394240052
ENT0671,North,Large,405.03,274.15,37.38,1.69,20.0,96.2,0.09,0.56,86.53,66.94,4,Q4,130.88,Medium,22.695904639757217,Drip,5.576477188157228
ENT0672,South,Medium,353.79,437.2,144.06,1.09,27.2,275.9,0.92,0.95,86.41,48.42,2,Q3,-83.40999999999997,High,7.0588198817832115,Rainfed,2.2839710557818984
ENT0673,South,Medium,821.55,368.71,25.51,1.15,26.5,169.3,0.62,0.18,102.23,49.38,1,Q1,452.84,Medium,8.524810469433511,Rainfed,6.676838248662634
ENT0674,South,Small,551.88,454.41,6.8,1.77,22.3,112.0,0.13,0.44,119.91,44.99,2,Q1,97.46999999999996,High,3.0980455582810187,Sprinkler,5.668062464187001
ENT0675,West,Small,605.11,370.51,276.8,1.85,20.8,120.8,0.21,0.2,67.66,68.77,4,Q2,234.6,High,2.641587307958646,Sprinkler,6.22069047423002
ENT0676,North,Large,609.96,438.51,243.12,1.67,25.6,251.3,0.45,0.18,96.97,65.38,1,Q2,171.45000000000005,High,41.42828885543513,Drip,5.277950118567209
ENT0677,West,Small,469.1,536.61,208.25,0.22,24.5,8.0,0.05,0.87,83.07,44.57,3,Q3,-67.50999999999999,Medium,1.4481556086722094,Drip,6.767926794997475
ENT0678,West,Large,414.14,278.25,259.56,0.94,31.9,3.4,0.27,0.26,112.59,51.44,1,Q2,135.89,Medium,24.29404646811345,Drip,6.7602216844131355
ENT0679,South,Small,438.61,518.48,240.85,0.75,30.1,13.8,0.7,0.25,110.71,67.99,2,Q3,-79.87,Medium,4.877881733101475,Drip,3.7787487989947217
ENT0680,South,Small,741.33,229.59,194.17,0.51,22.6,140.8,0.92,0.91,119.62,70.62,3,Q3,511.74,Medium,4.462028503575921,Drip,3.821103437297854
ENT0681,West,Medium,530.57,460.93,254.2,1.83,24.7,174.4,0.93,0.39,74.92,54.23,3,Q4,69.64000000000004,High,6.056503454489307,Rainfed,1.425307627556823
ENT0682,North,Small,696.94,541.93,117.24,1.79,28.7,187.3,0.52,0.01,106.91,55.77,2,Q2,155.0100000000001,High,2.0316113081797593,Rainfed,2.910762336530022
ENT0683,East,Small,488.53,347.59,165.83,0.98,29.3,219.3,0.31,0.72,98.43,50.57,1,Q4,140.94,High,1.6835503495602633,Borewell,4.64389609700123
ENT0684,West,Large,386.69,464.46,232.89,0.36,31.9,56.9,0.92,0.52,66.76,45.24,3,Q4,-77.76999999999998,Medium,17.595568702091075,Borewell,7.989489263771085
ENT0685,North,Small,283.67,351.29,25.44,0.13,25.7,78.7,0.79,0.77,69.65,57.27,3,Q3,-67.62,Low,4.717503956510344,Canal,5.154966710340847
ENT0686,South,Large,597.2,458.54,257.59,0.93,26.8,73.1,0.59,0.57,90.85,67.31,1,Q3,138.66000000000005,High,44.66884192867758,Rainfed,4.658739628104454
ENT0687,South,Small,754.11,174.15,47.05,0.18,17.1,44.8,0.83,0.35,100.03,42.52,4,Q3,579.96,Low,3.2864507578795994,Drip,6.466985131362673
ENT0688,North,Small,367.1,416.22,259.36,1.26,20.4,73.3,0.46,0.07,124.21,53.44,3,Q3,-49.120000000000005,Medium,2.1199163746411367,Canal,4.022409751252898
ENT0689,East,Large,577.01,439.54,93.4,1.26,30.6,184.1,0.11,0.87,93.95,53.0,1,Q4,137.46999999999997,High,47.784077433350234,Sprinkler,1.6871836989896205
ENT0690,South,Medium,293.66,534.47,98.03,1.81,20.5,109.9,0.94,0.21,107.32,37.99,4,Q1,-240.81,High,13.508527573220954,Rainfed,4.521551282025475
ENT0691,South,Large,416.65,492.53,22.18,0.46,17.6,230.4,0.53,0.97,101.75,51.74,3,Q1,-75.88,Medium,44.55492165920304,Borewell,6.50152796157238
ENT0692,South,Large,540.19,383.88,265.77,0.81,29.8,160.9,0.7,0.25,81.44,49.77,3,Q1,156.31000000000006,Medium,34.91995496589939,Rainfed,7.99125895093128
ENT0693,North,Large,240.76,426.81,52.35,1.73,24.0,63.6,0.39,0.83,90.44,47.11,2,Q3,-186.05,High,28.38276092708488,Rainfed,3.376000176566494
ENT0694,West,Medium,497.3,255.39,189.01,1.0,22.0,140.2,0.14,0.79,100.51,65.41,4,Q2,241.91000000000005,Medium,14.57971066482454,Rainfed,7.481822810405483
ENT0695,South,Small,374.49,564.41,193.19,0.21,18.6,178.0,0.27,0.46,75.21,47.35,1,Q1,-189.92,Medium,1.4593472989568141,Rainfed,4.909662279345932
ENT0696,West,Large,590.71,469.12,84.35,0.31,18.6,259.9,0.04,0.4,111.52,42.44,2,Q4,121.59000000000005,Low,33.85867785373841,Sprinkler,6.447058542152564
ENT0697,East,Large,475.19,213.91,295.7,1.65,23.8,250.1,0.09,0.7,128.92,58.32,3,Q4,261.28,High,30.61400074938157,Borewell,5.331159629563364
ENT0698,South,Medium,640.92,424.6,19.25,1.51,25.3,127.9,0.2,0.53,132.04,54.34,1,Q3,216.32,High,12.122202051771588,Rainfed,1.924276701489568
ENT0699,South,Large,458.06,432.23,182.36,1.76,32.2,194.3,0.56,0.63,113.8,52.29,1,Q4,25.829999999999984,High,31.46767776473145,Sprinkler,2.7814505268257035
ENT0700,East,Small,295.64,322.61,143.86,0.33,25.3,89.3,0.99,0.47,106.77,58.52,1,Q4,-26.970000000000027,Medium,2.92456040741927,Canal,3.103820448622305
ENT0701,South,Medium,276.96,409.69,73.65,1.54,24.4,189.9,0.84,0.56,62.84,50.19,2,Q1,-132.73000000000002,High,9.943708110457582,Rainfed,3.536887537290994
ENT0702,West,Small,213.65,312.55,49.07,1.34,24.6,273.8,0.09,0.19,79.7,48.35,2,Q1,-98.9,Medium,1.2072941472897076,Sprinkler,6.729005243830054
ENT0703,North,Small,594.94,259.54,221.13,0.54,14.7,187.4,0.84,0.06,72.47,43.88,2,Q4,335.40000000000003,Medium,2.3464171127756823,Drip,3.8637769699536135
ENT0704,West,Medium,883.66,338.67,274.89,1.95,23.5,91.1,0.54,0.36,90.47,59.98,2,Q1,544.99,High,6.4424002111810355,Canal,4.700221308775301
ENT0705,North,Large,565.29,417.16,32.26,1.18,29.2,193.2,0.66,0.47,115.33,65.7,1,Q4,148.12999999999994,Medium,15.11857467939237,Borewell,4.444138900155389
ENT0706,North,Small,750.81,492.83,58.19,1.82,26.4,270.8,0.13,0.91,105.27,74.76,2,Q4,257.98,High,4.959840929559781,Rainfed,5.173304942154245
ENT0707,West,Small,670.04,406.98,295.88,1.73,29.9,41.1,0.4,0.41,107.47,58.19,1,Q1,263.05999999999995,High,2.289415379898892,Rainfed,5.404394494606514
ENT0708,West,Small,422.25,493.81,4.51,0.73,31.4,144.7,0.88,0.43,109.45,69.17,2,Q3,-71.56,Medium,4.239497783418539,Sprinkler,6.877072574832118
ENT0709,West,Small,689.8,464.87,152.48,1.12,17.8,96.3,0.43,0.67,85.06,45.0,2,Q1,224.92999999999995,High,2.0185626190550554,Borewell,4.7498389806842045
ENT0710,West,Medium,428.21,296.46,154.83,0.92,22.7,72.4,0.13,0.21,95.48,42.59,4,Q3,131.75,Medium,7.328791461518151,Drip,4.422833550399258
ENT0711,East,Medium,431.19,464.11,78.95,1.45,31.0,118.9,0.31,0.87,104.25,39.54,3,Q2,-32.920000000000016,High,6.567604286516393,Canal,5.214581006111388
ENT0712,South,Small,468.71,466.87,198.91,1.22,26.5,118.2,0.22,0.43,122.27,51.54,1,Q4,1.839999999999975,High,3.382554962431377,Borewell,2.570638812424199
ENT0713,North,Large,475.82,574.18,283.48,1.59,25.3,63.1,0.69,0.93,97.38,48.01,1,Q2,-98.35999999999996,High,15.489359953997766,Rainfed,3.0392287922822296
ENT0714,West,Small,599.21,441.07,135.06,0.12,31.2,121.1,0.91,0.27,95.32,68.3,3,Q4,158.14000000000004,Low,2.647363656589074,Sprinkler,3.919738530803108
ENT0715,West,Large,399.37,276.53,224.83,1.41,22.0,190.1,0.73,0.47,72.33,47.39,2,Q1,122.84000000000005,High,45.62620859358405,Drip,5.617578748104972
ENT0716,West,Small,633.37,344.59,193.82,0.71,22.3,7.7,0.84,0.78,83.72,48.21,3,Q2,288.78000000000003,High,4.718116576991303,Sprinkler,4.64451974662542
ENT0717,East,Large,631.21,214.74,141.88,0.53,22.0,296.8,0.81,0.56,104.56,59.71,4,Q2,416.47,Medium,21.586999358795183,Canal,6.262549963933765
ENT0718,West,Small,551.44,451.05,14.94,1.62,19.4,88.8,0.01,0.66,96.61,62.47,1,Q4,100.39000000000004,High,4.86010764266605,Borewell,3.181559661798523
ENT0719,West,Large,790.94,565.4,222.52,0.27,24.9,187.1,0.12,0.28,70.66,56.72,1,Q4,225.54000000000008,Medium,31.657434407773714,Sprinkler,3.500855036007166
ENT0720,West,Small,693.11,160.89,108.98,0.53,26.9,85.1,0.42,0.33,70.27,59.13,4,Q3,532.22,Low,3.923469900814577,Sprinkler,7.555847922575106
ENT0721,South,Small,660.46,569.62,67.35,0.49,20.8,118.1,0.11,0.51,78.57,59.3,1,Q3,90.84000000000005,Medium,4.753361827284151,Rainfed,5.538654820061191
ENT0722,East,Large,509.92,449.72,284.48,0.9,25.5,164.8,0.73,0.2,94.37,71.14,2,Q1,60.19999999999999,Medium,40.607606637196085,Sprinkler,5.034860974555457
ENT0723,West,Medium,552.76,292.34,232.05,0.71,23.0,183.6,0.07,0.13,119.49,32.81,2,Q2,260.42,Medium,7.523227442637452,Drip,5.944124466241466
ENT0724,North,Large,578.57,425.67,288.68,1.47,25.6,231.1,0.42,0.84,105.2,45.05,1,Q2,152.90000000000003,High,25.424657192600762,Borewell,2.301466204853167
ENT0725,North,Medium,501.99,295.57,76.87,1.43,33.2,237.5,0.39,0.77,80.79,66.82,3,Q3,206.42,High,7.656855648662635,Canal,1.7516152165568626
ENT0726,North,Small,443.66,444.04,250.74,0.72,26.4,155.6,0.54,0.93,85.79,50.62,3,Q1,-0.3799999999999954,High,4.367315107033088,Sprinkler,4.074176251106199
ENT0727,East,Large,139.14,406.34,182.32,0.93,26.5,22.7,0.63,0.59,109.68,58.77,3,Q2,-267.2,Medium,42.95405798256269,Drip,4.1361034704995525
ENT0728,East,Large,607.66,432.93,294.45,0.5,36.2,167.3,0.95,0.42,106.78,26.67,4,Q4,174.72999999999996,Medium,23.51556747940385,Canal,4.221451472685823
ENT0729,North,Large,656.22,308.11,283.9,1.37,23.5,143.3,0.27,0.1,86.26,43.77,3,Q4,348.11,Medium,40.38942431175397,Drip,7.462557438892647
ENT0730,West,Medium,325.83,322.67,291.89,0.85,29.1,64.6,0.67,0.85,53.89,32.65,1,Q4,3.159999999999968,High,6.687494383982296,Sprinkler,3.8621171333849675
ENT0731,East,Medium,590.78,450.18,285.53,0.35,23.3,3.0,0.04,0.46,106.12,44.1,4,Q2,140.59999999999997,Medium,14.68326960099255,Sprinkler,5.4173453216167555
ENT0732,North,Small,411.27,349.73,2.3,0.34,29.9,94.8,0.0,0.56,93.17,47.41,2,Q1,61.53999999999997,Low,4.258298880925528,Borewell,6.447397968642987
ENT0733,North,Medium,445.02,414.9,222.33,0.71,21.5,77.8,0.03,0.31,134.65,53.72,3,Q3,30.120000000000005,Medium,14.457151084410246,Rainfed,7.757740568383698
ENT0734,West,Medium,696.61,445.3,81.58,1.52,24.3,144.9,0.45,0.52,93.16,63.9,3,Q3,251.31,High,11.76820043630047,Drip,2.3276531080572065
ENT0735,South,Small,351.4,377.76,211.51,0.15,23.2,228.5,0.56,0.78,99.51,57.99,4,Q3,-26.360000000000014,Medium,2.43532193649401,Rainfed,7.167672835546286
ENT0736,East,Large,351.18,515.51,294.18,0.59,20.8,131.7,0.01,0.71,95.75,57.02,3,Q4,-164.32999999999998,Medium,31.726173133101238,Rainfed,5.92009589933923
ENT0737,West,Large,770.73,381.44,11.81,0.41,15.4,285.5,0.4,0.99,108.75,46.07,2,Q2,389.29,Medium,40.458905284608306,Canal,3.7308267690591865
ENT0738,North,Small,478.17,378.44,170.1,1.92,28.0,66.4,0.04,0.5,107.93,38.77,3,Q2,99.73000000000002,High,4.266397757886308,Canal,3.7398707890295806
ENT0739,North,Large,686.98,336.83,220.49,1.44,22.8,66.3,0.65,0.53,77.64,49.21,3,Q3,350.15000000000003,High,21.452888330689284,Drip,3.908606183773596
ENT0740,West,Medium,260.19,504.0,76.01,0.54,24.6,181.3,0.63,0.05,73.39,42.21,1,Q3,-243.81,Medium,6.046604403464811,Rainfed,6.455885722887115
